,property_type,place_name,state_name,price_aprox_usd,surface_covered_in_m2,ambientes,baños,balcón,cochera,parrilla,pileta,amoblado,lavadero,patio,terraza,jardin
44024,house,Pilar,Bs.As. G.B.A. Zona Norte,379000.0,240.0,4.0,1.0,1,1,1,1,0,1,0,1,1
44025,apartment,Caballito,Capital Federal,184000.0,99.0,3.0,1.0,0,0,0,0,0,1,1,0,0
44026,house,El Palomar,Bs.As. G.B.A. Zona Oeste,259000.0,130.0,4.0,1.0,0,1,1,1,0,0,0,1,0
44027,apartment,Flores,Capital Federal,65000.0,35.0,2.0,1.0,0,0,0,0,0,0,0,0,0
44028,apartment,San Cristobal,Capital Federal,160000.0,62.0,3.0,1.0,1,1,1,0,0,1,0,0,0
44029,apartment,Floresta,Capital Federal,135000.0,87.0,4.0,1.0,1,0,0,0,0,1,0,1,0
44030,apartment,Barrio Norte,Capital Federal,112000.0,39.0,1.0,1.0,0,0,0,0,0,1,0,0,0
44031,apartment,San Nicolás,Capital Federal,139000.0,53.0,2.0,1.0,1,1,0,0,0,1,0,0,0
44032,apartment,Palermo,Capital Federal,129000.0,46.0,1.0,1.0,0,1,0,0,0,1,0,0,0
44033,PH,Villa Luro,Capital Federal,150000.0,55.0,1.0,1.0,0,0,0,0,0,1,1,0,0
44034,apartment,Puerto Madero,Capital Federal,780000.0,133.0,3.0,1.0,1,1,0,1,0,1,0,0,1
44035,apartment,Retiro,Capital Federal,143000.0,59.0,2.0,1.0,0,0,0,0,0,0,0,0,0
44036,apartment,Avellaneda,Bs.As. G.B.A. Zona Sur,79500.0,44.0,2.0,1.0,0,0,0,0,0,1,1,0,0
44037,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,133000.0,60.0,3.0,1.0,1,1,1,0,0,1,0,1,0
44038,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,180000.0,63.0,2.0,1.0,0,1,1,1,0,0,0,1,0
44039,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,165000.0,63.0,2.0,1.0,0,1,1,1,0,0,0,1,0
44040,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,133000.0,60.0,3.0,1.0,1,1,1,0,0,1,0,1,0
44041,apartment,Olivos,Bs.As. G.B.A. Zona Norte,498000.0,124.0,3.0,1.0,1,1,0,1,0,0,1,0,0
44042,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,133000.0,64.0,3.0,1.0,1,1,1,0,0,1,0,1,0
44043,apartment,Palermo,Capital Federal,235000.0,64.0,2.0,1.0,1,0,1,1,0,0,0,1,0
44044,apartment,Palermo,Capital Federal,220000.0,88.0,4.0,1.0,1,0,0,0,0,1,0,0,0
44045,PH,Parque Patricios,Capital Federal,167500.0,20.0,4.0,1.0,0,0,0,0,0,1,0,1,0
44046,apartment,Retiro,Capital Federal,146900.0,70.0,4.0,1.0,0,0,0,0,0,0,0,0,0
44047,apartment,Villa Crespo,Capital Federal,174000.0,100.0,4.0,1.0,0,0,0,0,0,0,0,0,0
44048,PH,Constitución,Capital Federal,107500.0,20.0,3.0,1.0,1,0,1,0,0,1,0,1,0
44049,apartment,Villa Urquiza,Capital Federal,95000.0,44.0,2.0,1.0,1,0,1,1,0,0,0,1,0
44050,apartment,Flores,Capital Federal,195000.0,100.0,4.0,1.0,1,0,0,0,0,1,0,0,0
44051,house,Liniers,Capital Federal,166000.0,130.0,4.0,1.0,0,1,1,0,0,0,1,1,0
44052,PH,Villa Devoto,Capital Federal,274000.0,100.0,4.0,1.0,0,0,1,0,0,1,1,0,1
44053,apartment,Recoleta,Capital Federal,400000.0,140.0,4.0,1.0,1,0,0,0,0,1,0,0,0
44054,house,Villa Devoto,Capital Federal,295000.0,228.0,5.0,1.0,1,0,0,0,0,1,1,1,0
44055,house,Parque Patricios,Capital Federal,380000.0,20.0,12.0,1.0,0,0,0,0,0,0,0,0,0
44056,house,Saavedra,Capital Federal,420000.0,250.0,7.0,1.0,1,1,0,0,0,1,0,1,0
44057,apartment,Avellaneda,Bs.As. G.B.A. Zona Sur,129900.0,63.0,3.0,1.0,1,1,0,0,0,1,0,0,0
44058,apartment,Lanús,Bs.As. G.B.A. Zona Sur,106000.0,66.0,3.0,1.0,1,1,0,0,0,0,0,0,0
44059,house,Lanús,Bs.As. G.B.A. Zona Sur,103000.0,105.0,3.0,1.0,1,1,0,0,0,1,0,1,0
44060,apartment,Recoleta,Capital Federal,259000.0,99.0,4.0,1.0,1,0,0,0,0,1,0,0,0
44061,house,San Isidro,Bs.As. G.B.A. Zona Norte,380000.0,230.0,6.0,1.0,0,1,0,0,0,1,1,0,1
44062,apartment,Belgrano,Capital Federal,625000.0,104.0,3.0,1.0,0,1,1,1,1,1,0,0,0
44063,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,259000.0,45.0,2.0,1.0,1,1,0,1,0,0,0,0,0
44064,apartment,Recoleta,Capital Federal,989000.0,223.0,7.0,2.0,1,1,0,0,0,1,0,1,0
44065,apartment,Belgrano,Capital Federal,160000.0,51.0,2.0,1.0,1,0,0,0,0,0,0,1,1
44066,house,Floresta,Capital Federal,270000.0,120.0,1.0,1.0,0,0,0,0,0,0,0,0,1
44067,PH,Boedo,Capital Federal,132000.0,70.0,3.0,1.0,1,0,0,0,0,1,0,0,0
44068,apartment,Balvanera,Capital Federal,62000.0,37.0,1.0,1.0,0,0,0,0,0,1,1,0,0
44069,apartment,Tigre,Bs.As. G.B.A. Zona Norte,110350.0,46.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44070,apartment,Tigre,Bs.As. G.B.A. Zona Norte,111850.0,46.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44071,apartment,Tigre,Bs.As. G.B.A. Zona Norte,113350.0,46.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44072,apartment,Tigre,Bs.As. G.B.A. Zona Norte,114850.0,46.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44073,apartment,Tigre,Bs.As. G.B.A. Zona Norte,116350.0,46.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44074,apartment,Tigre,Bs.As. G.B.A. Zona Norte,117850.0,46.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44075,apartment,Tigre,Bs.As. G.B.A. Zona Norte,119450.0,46.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44076,PH,Parque Patricios,Capital Federal,132000.0,70.0,3.0,1.0,1,0,0,0,0,1,0,0,0
44077,apartment,Villa Crespo,Capital Federal,138000.0,61.0,3.0,1.0,0,0,0,0,0,0,0,0,0
44078,apartment,Tigre,Bs.As. G.B.A. Zona Norte,126700.0,58.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44079,apartment,Tigre,Bs.As. G.B.A. Zona Norte,128200.0,58.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44080,apartment,Tigre,Bs.As. G.B.A. Zona Norte,129700.0,58.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44081,apartment,Tigre,Bs.As. G.B.A. Zona Norte,131200.0,58.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44082,apartment,Tigre,Bs.As. G.B.A. Zona Norte,132700.0,58.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44083,apartment,Tigre,Bs.As. G.B.A. Zona Norte,134200.0,58.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44084,apartment,Tigre,Bs.As. G.B.A. Zona Norte,135700.0,58.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44085,apartment,Barracas,Capital Federal,119000.0,53.0,2.0,1.0,1,0,0,0,0,0,0,0,0
44086,apartment,Villa Devoto,Capital Federal,145000.0,48.0,2.0,1.0,0,1,0,0,0,0,0,0,0
44087,apartment,Recoleta,Capital Federal,250000.0,80.0,3.0,1.0,1,1,0,0,0,1,0,0,0
44088,apartment,Barrio Norte,Capital Federal,250000.0,80.0,3.0,1.0,1,1,0,0,0,1,0,0,0
44089,apartment,Villa del Parque,Capital Federal,77000.0,32.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44090,apartment,Balvanera,Capital Federal,92000.0,56.0,3.0,1.0,1,0,0,0,0,0,0,0,0
44091,apartment,Barracas,Capital Federal,270000.0,113.0,4.0,1.0,0,0,1,0,0,0,0,0,0
44092,apartment,Almagro,Capital Federal,94000.0,45.0,3.0,1.0,0,0,0,0,0,0,1,1,0
44093,house,Tigre,Bs.As. G.B.A. Zona Norte,350000.0,165.0,1.0,1.0,1,1,1,1,0,1,0,0,0
44094,PH,Palermo,Capital Federal,395000.0,170.0,6.0,2.0,1,0,1,0,0,0,1,1,0
44095,apartment,Belgrano,Capital Federal,100000.0,35.0,2.0,1.0,0,0,0,0,0,1,1,0,0
44096,apartment,Belgrano,Capital Federal,180000.0,55.0,2.0,1.0,1,0,0,0,0,1,0,0,0
44097,apartment,Chacarita,Capital Federal,89700.0,36.0,1.0,1.0,1,1,1,1,0,0,0,1,0
44098,PH,Villa Luro,Capital Federal,165000.0,80.0,4.0,1.0,0,0,0,0,0,1,1,1,0
44099,house,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,90000.0,75.0,3.0,1.0,0,0,0,0,0,0,0,0,0
44100,apartment,Villa Luro,Capital Federal,83000.0,43.0,2.0,1.0,1,0,1,0,0,1,0,0,0
44101,apartment,Pilar,Bs.As. G.B.A. Zona Norte,120000.0,102.0,3.0,1.0,1,1,1,1,0,0,0,0,0
44102,apartment,Recoleta,Capital Federal,340000.0,129.0,4.0,1.0,1,0,0,0,0,0,0,0,0
44103,apartment,Villa Urquiza,Capital Federal,87000.0,30.0,1.0,1.0,1,0,1,0,0,0,0,0,0
44104,apartment,Pilar,Bs.As. G.B.A. Zona Norte,130000.0,130.0,3.0,2.0,0,1,1,1,0,1,0,1,0
44105,house,Banfield,Bs.As. G.B.A. Zona Sur,270000.0,333.0,5.0,2.0,0,1,0,1,0,1,0,0,1
44106,apartment,Nuñez,Capital Federal,180000.0,95.0,4.0,1.0,1,0,0,0,0,0,0,0,0
44107,apartment,Chacarita,Capital Federal,85000.0,38.0,1.0,1.0,0,0,1,0,0,0,0,0,0
44108,apartment,Chacarita,Capital Federal,140000.0,71.0,2.0,1.0,1,0,1,0,0,0,0,0,0
44109,apartment,Olivos,Bs.As. G.B.A. Zona Norte,300000.0,74.0,3.0,1.0,0,1,1,1,0,0,0,0,0
44110,apartment,Olivos,Bs.As. G.B.A. Zona Norte,265000.0,53.0,3.0,1.0,0,1,1,1,0,0,0,0,0
44111,apartment,Olivos,Bs.As. G.B.A. Zona Norte,220000.0,53.0,3.0,1.0,0,1,1,1,0,0,0,0,0
44112,apartment,Olivos,Bs.As. G.B.A. Zona Norte,225000.0,74.0,3.0,1.0,0,1,1,1,0,0,0,0,0
44113,apartment,Congreso,Capital Federal,78000.0,38.0,1.0,1.0,0,0,0,0,0,0,1,0,0
44114,house,Nordelta,Bs.As. G.B.A. Zona Norte,430000.0,246.0,5.0,1.0,1,1,1,1,0,1,0,0,1
44115,apartment,Belgrano,Capital Federal,215000.0,106.0,3.0,1.0,1,0,1,0,0,1,0,1,0
44116,apartment,Nuñez,Capital Federal,175000.0,73.0,2.0,1.0,0,0,0,0,0,0,1,0,0
44117,apartment,Coghlan,Capital Federal,123000.0,99.0,2.0,1.0,0,0,0,1,0,0,1,0,0
44118,apartment,Balvanera,Capital Federal,72000.0,38.0,2.0,1.0,0,0,0,0,0,0,0,0,0
44119,PH,Morón,Bs.As. G.B.A. Zona Oeste,57000.0,34.0,2.0,1.0,1,0,0,0,0,0,1,0,0
44120,apartment,Caseros,Bs.As. G.B.A. Zona Oeste,76000.0,35.0,1.0,1.0,1,1,0,0,0,0,0,0,0
44121,apartment,Palermo,Capital Federal,260000.0,76.0,2.0,1.0,0,0,0,0,0,0,1,0,0
44122,apartment,Villa Urquiza,Capital Federal,240000.0,96.0,4.0,1.0,1,0,0,0,0,1,0,0,0
44123,apartment,Almagro,Capital Federal,84000.0,34.0,3.0,1.0,0,0,0,0,0,0,0,0,0
44124,apartment,Caballito,Capital Federal,75000.0,32.0,2.0,1.0,0,0,0,0,0,1,0,0,0
44125,apartment,Almagro,Capital Federal,84000.0,34.0,2.0,1.0,0,0,0,0,0,0,0,0,0
44126,house,San Miguel,Bs.As. G.B.A. Zona Norte,325000.0,230.0,5.0,1.0,0,1,0,0,0,1,0,0,0
44127,PH,Caballito,Capital Federal,215000.0,84.0,4.0,1.0,0,0,1,0,0,1,0,1,0
44128,apartment,Villa Lugano,Capital Federal,50000.0,50.0,3.0,1.0,0,0,0,0,0,0,0,0,0
44129,apartment,Caballito,Capital Federal,240000.0,70.0,3.0,1.0,1,1,0,0,0,1,0,0,0
44130,house,Benavidez,Bs.As. G.B.A. Zona Norte,210000.0,280.0,4.0,1.0,0,1,0,1,0,1,0,0,0
44131,apartment,Flores,Capital Federal,165000.0,60.0,3.0,1.0,0,1,0,0,0,0,0,1,0
44132,house,Martínez,Bs.As. G.B.A. Zona Norte,420000.0,240.0,4.0,2.0,1,1,0,0,0,1,0,0,0
44133,PH,Balvanera,Capital Federal,155000.0,65.0,3.0,1.0,0,0,0,0,0,0,0,1,0
44134,apartment,Villa Lugano,Capital Federal,99000.0,75.0,4.0,1.0,1,0,0,0,0,1,0,0,0
44135,apartment,Caballito,Capital Federal,143000.0,62.0,3.0,1.0,1,0,0,0,0,1,0,0,0
44136,apartment,Caballito,Capital Federal,163000.0,85.0,4.0,1.0,1,0,0,0,0,1,0,0,0
44137,house,Belén de Escobar,Bs.As. G.B.A. Zona Norte,141000.0,20.0,3.0,1.0,0,0,0,0,0,1,0,0,0
44138,apartment,Palermo,Capital Federal,130000.0,40.0,1.0,1.0,0,0,1,1,0,0,0,0,0
44139,apartment,Olivos,Bs.As. G.B.A. Zona Norte,165000.0,46.0,1.0,1.0,1,1,1,1,0,0,0,0,0
44140,apartment,Quilmes,Bs.As. G.B.A. Zona Sur,155000.0,58.0,2.0,1.0,1,1,0,0,0,1,0,0,0
44141,house,Boedo,Capital Federal,164900.0,20.0,6.0,1.0,0,0,0,0,0,0,1,1,0
44142,apartment,Congreso,Capital Federal,185000.0,104.0,3.0,1.0,1,1,0,0,0,1,0,0,0
44143,PH,Palermo,Capital Federal,235000.0,75.0,4.0,1.0,0,0,0,0,0,0,0,1,0
44144,PH,Palermo,Capital Federal,265000.0,74.0,5.0,1.0,0,0,1,0,0,0,0,1,0
44145,apartment,Monserrat,Capital Federal,87500.0,39.0,2.0,1.0,0,0,0,0,0,1,0,0,0
44146,apartment,Caballito,Capital Federal,245000.0,115.0,4.0,1.0,1,0,0,0,0,1,0,0,0
44147,apartment,Chacarita,Capital Federal,89900.0,38.0,1.0,1.0,1,1,1,0,0,0,0,0,0
44148,apartment,Floresta,Capital Federal,185000.0,97.0,4.0,1.0,1,1,0,0,0,0,0,0,0
44149,apartment,La Plata,Bs.As. G.B.A. Zona Sur,84125.51,85.0,3.0,1.0,1,0,0,0,0,0,0,0,0
44150,apartment,La Plata,Bs.As. G.B.A. Zona Sur,87000.0,48.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44151,apartment,Palermo,Capital Federal,138000.0,61.0,3.0,1.0,1,1,0,0,0,0,0,0,0
44152,apartment,Congreso,Capital Federal,69900.0,38.0,1.0,1.0,1,0,0,0,0,0,0,0,0
44153,apartment,Flores,Capital Federal,69000.0,42.0,2.0,1.0,0,0,0,0,0,0,0,0,0
44154,apartment,Villa Urquiza,Capital Federal,173000.0,60.0,3.0,1.0,0,1,1,0,0,0,0,1,0
44155,house,Bella Vista,Bs.As. G.B.A. Zona Norte,120000.0,77.0,1.0,1.0,1,1,0,0,0,0,0,0,0
44156,house,Muñiz,Bs.As. G.B.A. Zona Norte,137000.0,77.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44157,apartment,Recoleta,Capital Federal,750000.0,260.0,5.0,1.0,1,1,0,0,0,1,1,0,1
44158,PH,Almagro,Capital Federal,230000.0,84.0,4.0,1.0,0,0,0,0,0,0,0,0,0
44159,apartment,Barrio Norte,Capital Federal,75000.0,32.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44160,apartment,Balvanera,Capital Federal,115000.0,68.0,3.0,1.0,0,0,0,0,0,0,1,1,0
44161,apartment,Chacarita,Capital Federal,178000.0,63.0,3.0,1.0,1,0,0,0,0,1,0,1,0
44162,apartment,Belgrano,Capital Federal,460000.0,160.0,5.0,1.0,0,1,0,0,0,1,0,0,0
44163,apartment,Belgrano,Capital Federal,460000.0,160.0,5.0,1.0,0,1,0,0,0,1,0,0,0
44164,apartment,Belgrano,Capital Federal,460000.0,160.0,5.0,1.0,0,1,0,0,0,1,0,0,0
44165,apartment,Belgrano,Capital Federal,460000.0,160.0,5.0,1.0,0,1,0,0,0,1,0,0,0
44166,apartment,Moreno,Bs.As. G.B.A. Zona Oeste,58000.0,34.0,1.0,1.0,1,0,0,0,0,0,0,0,0
44167,apartment,Caballito,Capital Federal,115000.0,33.0,1.0,1.0,0,1,0,1,0,0,1,0,0
44168,apartment,Caballito,Capital Federal,179000.0,44.0,2.0,1.0,1,1,0,1,0,0,0,0,0
44169,PH,Villa Urquiza,Capital Federal,340000.0,110.0,4.0,1.0,0,0,0,0,0,0,1,1,0
44170,apartment,Recoleta,Capital Federal,379000.0,87.0,4.0,1.0,1,1,1,0,0,0,0,1,0
44171,apartment,Puerto Madero,Capital Federal,965000.0,138.0,4.0,1.0,1,1,0,1,0,1,0,0,0
44172,apartment,Moreno,Bs.As. G.B.A. Zona Oeste,252000.0,152.0,4.0,2.0,0,1,0,0,0,0,0,0,0
44173,PH,Paternal,Capital Federal,170000.0,85.0,4.0,1.0,0,0,1,0,0,1,1,0,0
44174,apartment,Olivos,Bs.As. G.B.A. Zona Norte,268000.0,92.0,1.0,1.0,0,1,1,1,0,0,0,1,0
44175,apartment,San Telmo,Capital Federal,95000.0,51.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44176,apartment,Belgrano,Capital Federal,235000.0,77.0,1.0,1.0,1,0,0,0,0,0,0,0,0
44177,apartment,La Plata,Bs.As. G.B.A. Zona Sur,150000.0,65.0,1.0,1.0,1,1,0,0,0,0,0,0,0
44178,apartment,Monserrat,Capital Federal,104400.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44179,house,Banfield,Bs.As. G.B.A. Zona Sur,190000.0,98.0,1.0,1.0,0,1,1,0,0,1,0,0,0
44180,apartment,Villa Crespo,Capital Federal,139000.0,55.0,1.0,1.0,1,0,0,0,0,0,0,0,0
44181,house,Ituzaingó,Bs.As. G.B.A. Zona Oeste,115000.0,100.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44182,apartment,Capital Federal,Capital Federal,83000.0,30.0,2.0,1.0,1,0,0,0,0,0,0,0,0
44183,house,Ituzaingó,Bs.As. G.B.A. Zona Oeste,115000.0,100.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44184,house,Haedo,Bs.As. G.B.A. Zona Oeste,279000.0,156.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44185,apartment,Palermo,Capital Federal,107000.0,47.0,1.0,1.0,0,0,0,0,0,1,1,0,0
44186,apartment,Monserrat,Capital Federal,91000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44187,apartment,Monserrat,Capital Federal,91100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44188,apartment,Monserrat,Capital Federal,105600.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44189,apartment,Monserrat,Capital Federal,92000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44190,apartment,Monserrat,Capital Federal,92100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44191,apartment,Monserrat,Capital Federal,106800.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44192,apartment,Monserrat,Capital Federal,93000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44193,apartment,Monserrat,Capital Federal,93100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44194,apartment,Monserrat,Capital Federal,108000.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44195,apartment,Monserrat,Capital Federal,94000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44196,apartment,Monserrat,Capital Federal,94100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44197,apartment,Monserrat,Capital Federal,95000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44198,apartment,Monserrat,Capital Federal,95100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44199,apartment,Monserrat,Capital Federal,96000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44200,apartment,Monserrat,Capital Federal,96100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44201,apartment,Monserrat,Capital Federal,97000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44202,apartment,Monserrat,Capital Federal,97100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44203,apartment,Monserrat,Capital Federal,103400.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44204,apartment,Monserrat,Capital Federal,90000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44205,apartment,Monserrat,Capital Federal,90100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44206,apartment,Monserrat,Capital Federal,103400.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44207,apartment,Monserrat,Capital Federal,105600.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44208,apartment,Monserrat,Capital Federal,104600.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44209,apartment,Monserrat,Capital Federal,91000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44210,apartment,Monserrat,Capital Federal,91100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44211,apartment,Monserrat,Capital Federal,104600.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44212,apartment,Monserrat,Capital Federal,106800.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44213,apartment,Monserrat,Capital Federal,105800.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44214,apartment,Monserrat,Capital Federal,92000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44215,apartment,Monserrat,Capital Federal,92100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44216,apartment,Monserrat,Capital Federal,105800.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44217,apartment,Monserrat,Capital Federal,108000.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44218,apartment,Monserrat,Capital Federal,107000.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44219,apartment,Monserrat,Capital Federal,93000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44220,apartment,Monserrat,Capital Federal,93100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44221,apartment,Monserrat,Capital Federal,107000.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44222,apartment,Monserrat,Capital Federal,109200.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44223,apartment,Monserrat,Capital Federal,109300.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44224,apartment,Monserrat,Capital Federal,108200.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44225,apartment,Monserrat,Capital Federal,94000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44226,apartment,Monserrat,Capital Federal,94100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44227,apartment,Monserrat,Capital Federal,108200.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44228,apartment,Monserrat,Capital Federal,110400.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44229,apartment,Monserrat,Capital Federal,110500.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44230,apartment,Monserrat,Capital Federal,109400.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44231,apartment,Monserrat,Capital Federal,95000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44232,apartment,Monserrat,Capital Federal,95100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44233,apartment,Monserrat,Capital Federal,109400.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44234,apartment,Monserrat,Capital Federal,111600.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44235,apartment,Monserrat,Capital Federal,111700.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44236,apartment,Monserrat,Capital Federal,110600.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44237,apartment,Monserrat,Capital Federal,96000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44238,apartment,Monserrat,Capital Federal,96100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44239,apartment,Monserrat,Capital Federal,110600.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44240,apartment,Monserrat,Capital Federal,112800.0,47.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44241,apartment,Monserrat,Capital Federal,98000.0,39.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44242,apartment,Monserrat,Capital Federal,98100.0,39.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44243,apartment,Monserrat,Capital Federal,112800.0,47.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44244,apartment,Monserrat,Capital Federal,111800.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44245,apartment,Monserrat,Capital Federal,97000.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44246,apartment,Monserrat,Capital Federal,97100.0,41.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44247,apartment,Monserrat,Capital Federal,111900.0,49.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44248,apartment,Recoleta,Capital Federal,88000.0,30.0,1.0,1.0,0,0,1,0,0,0,0,0,0
44249,apartment,Recoleta,Capital Federal,92000.0,30.0,1.0,1.0,0,0,1,0,0,0,0,0,0
44250,apartment,Banfield,Bs.As. G.B.A. Zona Sur,120000.0,60.0,1.0,1.0,1,0,0,0,0,0,0,0,0
44251,apartment,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,135000.0,45.0,2.0,1.0,1,1,0,0,0,0,0,0,0
44252,apartment,Coghlan,Capital Federal,175000.0,44.0,2.0,1.0,0,0,1,0,0,1,0,1,0
44253,apartment,Flores,Capital Federal,105000.0,44.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44254,house,Nordelta,Bs.As. G.B.A. Zona Norte,1090000.0,509.0,1.0,1.0,1,0,1,1,0,1,1,1,0
44255,apartment,Villa Lugano,Capital Federal,125000.0,56.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44256,apartment,Canning,Bs.As. G.B.A. Zona Sur,100000.0,40.0,1.0,1.0,0,1,0,1,0,0,0,0,0
44257,apartment,Caballito,Capital Federal,210000.0,65.0,1.0,1.0,0,1,0,0,0,0,0,0,0
44258,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,225000.0,77.0,1.0,1.0,0,1,0,0,0,1,0,1,0
44259,house,Pilar,Bs.As. G.B.A. Zona Norte,340000.0,250.0,1.0,1.0,0,0,1,1,0,1,0,0,0
44260,house,Tigre,Bs.As. G.B.A. Zona Norte,280000.0,170.0,1.0,1.0,0,0,1,0,0,1,0,0,0
44261,PH,Palermo,Capital Federal,379000.0,99.0,1.0,1.0,0,0,1,0,0,1,0,1,0
44262,house,Tigre,Bs.As. G.B.A. Zona Norte,467000.0,220.0,1.0,1.0,0,0,0,0,0,1,0,0,0
44263,house,Tigre,Bs.As. G.B.A. Zona Norte,437000.0,205.0,1.0,1.0,0,0,0,0,0,1,0,0,0
