,property_type,place_name,state_name,price_aprox_usd,surface_covered_in_m2,ambientes,baños,balcón,cochera,parrilla,pileta,amoblado,lavadero,patio,terraza,jardin
232,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,117000.0,47.0,2.0,1.0,1,1,0,0,0,0,0,0,0
233,house,San Isidro,Bs.As. G.B.A. Zona Norte,820000.0,430.0,1.0,1.0,1,1,1,1,0,1,0,0,0
234,apartment,La Lucila,Bs.As. G.B.A. Zona Norte,210000.0,75.0,2.0,1.0,0,1,0,0,0,0,0,0,0
235,apartment,La Lucila,Bs.As. G.B.A. Zona Norte,413000.0,125.0,3.0,1.0,0,1,0,0,0,0,0,0,0
236,apartment,La Lucila,Bs.As. G.B.A. Zona Norte,356000.0,100.0,3.0,1.0,0,1,0,0,0,0,0,0,0
237,apartment,Tigre,Bs.As. G.B.A. Zona Norte,165000.0,59.0,2.0,1.0,1,1,0,1,0,0,0,1,0
238,house,Nordelta,Bs.As. G.B.A. Zona Norte,950000.0,350.0,1.0,1.0,1,0,1,1,0,1,0,1,0
239,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,118000.0,45.0,2.0,1.0,0,1,0,1,0,0,0,0,1
240,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,165000.0,46.0,2.0,1.0,0,1,1,0,0,0,0,1,0
241,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,150000.0,70.0,3.0,1.0,1,1,1,0,0,0,0,0,0
242,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,140000.0,72.0,3.0,1.0,1,1,0,1,0,0,0,1,0
243,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,145000.0,46.0,2.0,1.0,1,1,1,1,0,0,0,0,0
244,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,155000.0,48.0,2.0,1.0,1,1,1,1,0,0,0,1,0
245,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,190000.0,58.0,2.0,1.0,1,1,1,1,0,0,0,1,0
246,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,230000.0,59.0,2.0,1.0,1,1,1,1,0,0,0,0,0
247,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,185000.0,58.0,2.0,1.0,1,1,0,0,0,0,0,0,0
248,apartment,Olivos,Bs.As. G.B.A. Zona Norte,250000.0,44.0,1.0,1.0,1,0,0,1,0,0,0,0,0
249,apartment,Rincón de Milberg,Bs.As. G.B.A. Zona Norte,160000.0,62.0,2.0,1.0,0,1,1,1,0,1,0,0,0
250,house,Nordelta,Bs.As. G.B.A. Zona Norte,465000.0,220.0,1.0,1.0,0,1,1,1,0,1,0,0,0
251,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,158000.0,50.0,2.0,1.0,1,1,1,1,1,0,0,0,1
252,apartment,Tigre,Bs.As. G.B.A. Zona Norte,205000.0,91.0,4.0,1.0,1,0,1,1,0,0,0,0,1
253,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,220000.0,55.0,2.0,1.0,1,1,1,1,0,0,0,1,1
254,house,Pilar,Bs.As. G.B.A. Zona Norte,259000.0,200.0,1.0,1.0,0,0,1,0,0,1,0,0,0
255,apartment,Recoleta,Capital Federal,167000.0,43.0,2.0,1.0,0,1,0,1,0,0,0,0,0
256,apartment,San Telmo,Capital Federal,94000.0,55.0,3.0,1.0,1,0,0,0,0,1,0,1,0
257,apartment,Boca,Capital Federal,94000.0,55.0,3.0,1.0,1,0,0,0,0,1,0,1,0
258,apartment,Barracas,Capital Federal,94000.0,55.0,3.0,1.0,1,0,0,0,0,1,0,1,0
259,apartment,Recoleta,Capital Federal,105000.0,28.0,1.0,1.0,0,1,0,1,0,0,0,0,0
260,house,Nordelta,Bs.As. G.B.A. Zona Norte,1050000.0,340.0,1.0,1.0,0,1,1,1,0,1,0,0,0
261,apartment,Recoleta,Capital Federal,130000.0,37.0,1.0,1.0,0,1,0,1,0,0,0,0,0
262,house,Pilar,Bs.As. G.B.A. Zona Norte,260000.0,262.0,1.0,1.0,0,1,1,1,0,1,0,0,0
263,apartment,Recoleta,Capital Federal,235000.0,61.0,2.0,1.0,0,1,0,1,0,0,0,0,0
264,apartment,Palermo,Capital Federal,155000.0,37.0,1.0,1.0,1,0,0,1,0,0,0,1,0
265,apartment,Palermo,Capital Federal,245000.0,51.0,1.0,1.0,1,0,0,1,0,0,0,1,0
266,apartment,Pilar,Bs.As. G.B.A. Zona Norte,73000.0,44.0,2.0,1.0,0,1,1,1,0,0,0,1,0
267,apartment,Almagro,Capital Federal,78490.0,32.0,1.0,1.0,1,1,1,0,0,1,0,1,0
268,apartment,Quilmes,Bs.As. G.B.A. Zona Sur,140000.0,61.0,3.0,1.0,1,1,0,0,0,0,0,0,0
269,apartment,General San Martín,Bs.As. G.B.A. Zona Norte,70000.0,60.0,3.0,1.0,0,1,0,0,0,0,0,0,0
270,apartment,Villa Bosch,Bs.As. G.B.A. Zona Oeste,85000.0,60.0,2.0,1.0,0,0,0,0,0,0,1,0,0
271,apartment,Colegiales,Capital Federal,98000.0,31.0,2.0,1.0,0,0,0,0,0,1,0,0,0
272,PH,Belgrano,Capital Federal,152000.0,52.0,2.0,1.0,0,1,0,0,0,0,0,0,0
273,PH,Belgrano,Capital Federal,152000.0,52.0,3.0,1.0,0,1,0,0,0,0,0,0,0
274,PH,Belgrano,Capital Federal,152000.0,52.0,3.0,1.0,0,1,0,0,0,0,0,0,0
275,PH,Coghlan,Capital Federal,152000.0,52.0,2.0,1.0,0,1,0,0,0,0,0,0,0
276,PH,Coghlan,Capital Federal,152000.0,52.0,3.0,1.0,0,1,0,0,0,0,0,0,0
277,apartment,Barrio Norte,Capital Federal,100000.0,29.0,2.0,1.0,0,0,0,0,0,0,0,0,0
278,apartment,Colegiales,Capital Federal,185000.0,49.0,2.0,1.0,1,0,1,0,0,1,0,0,0
279,apartment,Flores,Capital Federal,100000.0,45.0,2.0,1.0,1,0,0,1,0,0,0,0,0
280,apartment,Flores,Capital Federal,105000.0,45.0,2.0,1.0,1,0,0,1,0,0,0,0,0
281,apartment,Barrio Norte,Capital Federal,290000.0,102.0,3.0,1.0,1,0,0,0,0,1,0,0,0
282,apartment,Flores,Capital Federal,85000.0,51.0,1.0,1.0,1,0,0,0,0,0,0,0,0
283,apartment,La Plata,Bs.As. G.B.A. Zona Sur,120000.0,84.0,3.0,1.0,1,1,1,0,0,0,0,0,0
284,PH,Almagro,Capital Federal,289000.0,167.0,4.0,2.0,1,0,1,0,0,1,0,1,0
285,PH,Almagro,Capital Federal,289000.0,167.0,5.0,2.0,1,0,1,0,0,1,0,1,0
286,PH,Almagro,Capital Federal,289000.0,167.0,6.0,2.0,1,0,1,0,0,1,0,1,0
287,PH,Boedo,Capital Federal,289000.0,167.0,6.0,2.0,1,0,1,0,0,1,0,1,0
288,PH,Boedo,Capital Federal,289000.0,167.0,5.0,2.0,1,0,1,0,0,1,0,1,0
289,PH,Boedo,Capital Federal,289000.0,167.0,4.0,2.0,1,0,1,0,0,1,0,1,0
290,PH,Balvanera,Capital Federal,289000.0,167.0,6.0,2.0,1,0,1,0,0,1,0,1,0
291,PH,Balvanera,Capital Federal,289000.0,167.0,5.0,2.0,1,0,1,0,0,1,0,1,0
292,PH,Balvanera,Capital Federal,289000.0,167.0,4.0,2.0,1,0,1,0,0,1,0,1,0
293,house,Haedo,Bs.As. G.B.A. Zona Oeste,235000.0,203.0,5.0,1.0,0,1,0,0,0,0,0,0,0
294,apartment,Caballito,Capital Federal,158000.0,62.0,3.0,1.0,0,0,0,0,0,1,0,0,0
295,apartment,Belgrano,Capital Federal,585000.0,185.0,4.0,2.0,1,1,1,0,0,1,1,0,0
296,apartment,Belgrano,Capital Federal,585000.0,185.0,6.0,2.0,1,1,1,0,0,1,1,0,0
297,apartment,San Fernando,Bs.As. G.B.A. Zona Norte,110000.0,54.0,3.0,1.0,1,0,0,0,0,1,0,0,0
298,apartment,Palermo,Capital Federal,465000.0,140.0,4.0,1.0,1,1,0,0,0,1,0,1,0
299,apartment,Palermo,Capital Federal,185000.0,33.0,2.0,1.0,1,1,0,0,0,0,0,0,0
300,apartment,San Justo,Bs.As. G.B.A. Zona Oeste,115000.0,45.0,2.0,1.0,0,0,0,0,0,0,1,0,0
301,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,197000.0,87.0,1.0,1.0,1,0,0,0,0,1,0,0,0
302,apartment,Coghlan,Capital Federal,138000.0,56.0,2.0,1.0,1,1,0,1,0,0,0,1,0
303,house,Caballito,Capital Federal,250000.0,99.0,4.0,1.0,0,0,0,0,0,0,1,1,0
304,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,89000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
305,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,89000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
306,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,89000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
307,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,88000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
308,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,89000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
309,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,92000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
310,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,92000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
311,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,92000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
312,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,88000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
313,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,94000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
314,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,91000.0,40.0,2.0,1.0,1,1,1,0,0,0,0,1,0
315,apartment,Castelar,Bs.As. G.B.A. Zona Oeste,145000.0,50.0,2.0,2.0,1,1,0,0,0,0,0,0,0
316,house,Burzaco,Bs.As. G.B.A. Zona Sur,85000.0,86.0,4.0,1.0,0,0,0,0,0,0,1,0,0
317,apartment,Belgrano,Capital Federal,360000.0,143.0,4.0,2.0,0,0,0,0,0,1,0,0,0
318,house,Moreno,Bs.As. G.B.A. Zona Oeste,115000.0,150.0,1.0,1.0,0,0,1,0,0,1,0,0,0
319,house,Boulogne Sur Mer,Bs.As. G.B.A. Zona Norte,118000.0,121.0,3.0,1.0,0,0,1,1,0,1,1,1,0
320,apartment,Floresta,Capital Federal,69000.0,40.0,2.0,1.0,0,0,0,0,0,1,0,0,0
321,apartment,La Plata,Bs.As. G.B.A. Zona Sur,70000.0,73.0,3.0,1.0,1,0,0,0,0,1,0,0,0
322,apartment,Retiro,Capital Federal,140000.0,45.0,2.0,1.0,0,0,0,0,0,0,0,1,0
323,house,Capital Federal,Capital Federal,900000.0,460.0,1.0,1.0,1,1,1,1,0,1,0,0,1
324,house,Capital Federal,Capital Federal,495000.0,300.0,1.0,1.0,0,0,1,1,0,1,0,0,1
325,house,Beccar,Bs.As. G.B.A. Zona Norte,280000.0,160.0,1.0,1.0,0,0,1,1,0,0,0,1,1
326,house,Beccar,Bs.As. G.B.A. Zona Norte,280000.0,160.0,1.0,1.0,0,0,1,1,0,0,0,1,1
327,house,Beccar,Bs.As. G.B.A. Zona Norte,280000.0,160.0,1.0,1.0,0,0,1,1,0,0,0,1,1
328,house,Beccar,Bs.As. G.B.A. Zona Norte,280000.0,160.0,1.0,1.0,0,0,1,1,0,0,0,1,1
329,house,La Lucila,Bs.As. G.B.A. Zona Norte,550000.0,223.0,1.0,1.0,0,1,1,1,0,1,0,0,0
330,house,Victoria,Bs.As. G.B.A. Zona Norte,570000.0,284.0,1.0,1.0,0,1,1,1,0,1,0,0,1
331,PH,Parque Patricios,Capital Federal,70000.0,30.0,1.0,1.0,1,1,0,0,0,0,0,1,0
332,apartment,Saavedra,Capital Federal,98000.0,41.0,2.0,1.0,1,1,0,0,0,0,0,0,0
333,apartment,Coghlan,Capital Federal,270000.0,83.0,3.0,1.0,1,1,1,1,0,1,0,1,0
334,apartment,Saavedra,Capital Federal,117000.0,72.0,2.0,1.0,0,0,0,0,0,0,1,0,0
335,PH,Parque Patricios,Capital Federal,165000.0,20.0,3.0,1.0,0,1,0,0,0,1,1,1,0
336,apartment,Lomas del Mirador,Bs.As. G.B.A. Zona Oeste,85000.0,48.0,2.0,1.0,1,1,0,0,0,0,0,0,0
337,house,Quilmes,Bs.As. G.B.A. Zona Sur,165000.0,20.0,6.0,1.0,0,1,0,0,0,0,1,0,0
338,apartment,Quilmes,Bs.As. G.B.A. Zona Sur,85000.0,44.0,2.0,1.0,0,0,0,0,0,0,1,0,0
339,apartment,Palermo,Capital Federal,375000.0,137.0,4.0,1.0,1,0,0,0,0,0,0,0,0
340,apartment,Flores,Capital Federal,104900.0,55.0,3.0,1.0,1,0,0,0,0,1,0,0,0
341,apartment,Capital Federal,Capital Federal,120000.0,61.0,3.0,1.0,0,0,0,0,0,0,0,0,0
342,house,Tigre,Bs.As. G.B.A. Zona Norte,248000.0,150.0,3.0,1.0,0,0,0,0,0,0,0,0,0
343,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,150000.0,65.0,1.0,1.0,1,1,0,0,0,1,0,0,0
344,apartment,Flores,Capital Federal,92000.0,35.0,1.0,1.0,0,0,0,0,0,0,1,0,0
345,house,Pilar,Bs.As. G.B.A. Zona Norte,430000.0,227.0,1.0,1.0,0,0,1,1,0,1,0,0,0
346,PH,Lomas del Mirador,Bs.As. G.B.A. Zona Oeste,69000.0,60.0,2.0,1.0,0,0,0,0,0,0,0,0,0
347,apartment,San Isidro,Bs.As. G.B.A. Zona Norte,150000.0,70.0,2.0,1.0,1,1,1,1,0,0,0,0,0
348,house,Pilar,Bs.As. G.B.A. Zona Norte,450000.0,320.0,1.0,1.0,0,0,1,1,0,1,0,0,0
349,apartment,Chacarita,Capital Federal,84500.0,33.0,2.0,1.0,0,1,0,0,0,0,0,0,0
350,apartment,Chacarita,Capital Federal,87500.0,33.0,2.0,1.0,0,1,0,0,0,0,0,0,0
351,apartment,Chacarita,Capital Federal,89000.0,33.0,2.0,1.0,0,1,0,0,0,0,0,0,0
352,apartment,Congreso,Capital Federal,87000.0,44.0,2.0,1.0,0,0,1,0,0,0,1,1,0
353,apartment,Olivos,Bs.As. G.B.A. Zona Norte,290000.0,60.0,2.0,1.0,0,1,0,1,0,0,0,1,0
354,apartment,Chacarita,Capital Federal,100000.0,33.0,2.0,1.0,0,1,0,0,0,0,0,0,0
355,apartment,Palermo,Capital Federal,138000.0,35.0,2.0,1.0,0,1,0,0,0,0,0,0,0
356,apartment,Chacarita,Capital Federal,86000.0,34.0,2.0,1.0,0,1,0,0,0,0,0,0,0
357,apartment,Chacarita,Capital Federal,87500.0,34.0,2.0,1.0,0,1,0,0,0,0,0,0,0
358,apartment,Chacarita,Capital Federal,89000.0,34.0,2.0,1.0,0,1,0,0,0,0,0,0,0
359,apartment,Chacarita,Capital Federal,90500.0,34.0,2.0,1.0,0,1,0,0,0,0,0,0,0
360,apartment,Chacarita,Capital Federal,100000.0,34.0,2.0,1.0,0,1,0,0,0,0,0,0,0
361,apartment,Balvanera,Capital Federal,240000.0,124.0,5.0,1.0,1,0,0,0,0,0,0,1,0
362,apartment,Congreso,Capital Federal,139000.0,82.0,1.0,1.0,0,0,0,0,0,0,0,0,0
363,PH,Floresta,Capital Federal,117000.0,54.0,3.0,1.0,0,0,1,0,0,1,0,1,0
364,apartment,Flores,Capital Federal,88000.0,46.0,1.0,1.0,0,1,0,0,0,0,1,0,0
365,apartment,Flores,Capital Federal,103500.0,51.0,2.0,1.0,1,1,0,0,0,0,0,1,0
366,apartment,Flores,Capital Federal,86000.0,44.0,1.0,1.0,1,1,0,0,0,0,0,1,0
367,apartment,Flores,Capital Federal,74000.0,45.0,2.0,1.0,0,0,0,0,0,1,1,0,0
368,apartment,Moreno,Bs.As. G.B.A. Zona Oeste,42500.0,34.0,2.0,1.0,0,1,0,0,0,0,0,0,0
369,house,Berazategui,Bs.As. G.B.A. Zona Sur,129000.0,120.0,4.0,1.0,0,1,1,0,0,1,1,0,0
370,PH,Villa del Parque,Capital Federal,279000.0,150.0,4.0,1.0,0,0,1,0,0,1,1,0,0
371,house,Quilmes,Bs.As. G.B.A. Zona Sur,285000.0,140.0,4.0,1.0,1,0,1,0,0,1,1,0,0
372,house,Pilar,Bs.As. G.B.A. Zona Norte,700000.0,420.0,1.0,2.0,0,1,1,1,0,1,0,0,0
373,house,Pilar,Bs.As. G.B.A. Zona Norte,420000.0,210.0,1.0,1.0,0,1,1,1,0,1,0,0,0
374,apartment,Victoria,Bs.As. G.B.A. Zona Norte,125000.0,43.0,2.0,1.0,1,1,1,0,0,0,0,1,0
375,apartment,Flores,Capital Federal,96000.0,46.0,2.0,1.0,1,0,0,1,0,0,0,0,0
376,apartment,Flores,Capital Federal,238000.0,122.0,5.0,1.0,0,1,0,0,0,0,0,0,0
377,house,Burzaco,Bs.As. G.B.A. Zona Sur,95000.0,81.0,1.0,1.0,0,1,0,0,0,0,0,0,1
378,PH,Almagro,Capital Federal,230000.0,87.0,1.0,1.0,0,0,0,0,0,1,1,0,0
379,apartment,Muñiz,Bs.As. G.B.A. Zona Norte,85000.0,45.0,1.0,1.0,1,0,0,0,0,1,0,0,0
380,house,Villa Bosch,Bs.As. G.B.A. Zona Oeste,200000.0,170.0,3.0,1.0,0,0,0,0,0,0,0,0,1
381,apartment,Capital Federal,Capital Federal,265000.0,69.0,1.0,1.0,0,0,1,1,0,1,0,1,0
382,house,Vicente López,Bs.As. G.B.A. Zona Norte,570000.0,252.0,1.0,1.0,0,1,1,1,0,1,1,0,0
383,house,San Fernando,Bs.As. G.B.A. Zona Norte,300000.0,260.0,1.0,1.0,0,0,0,0,0,0,0,0,1
384,house,Capital Federal,Capital Federal,420000.0,240.0,1.0,1.0,0,1,1,0,0,1,0,0,0
385,house,Benavidez,Bs.As. G.B.A. Zona Norte,310000.0,185.0,1.0,1.0,0,1,1,1,0,1,0,0,1
386,apartment,Olivos,Bs.As. G.B.A. Zona Norte,168000.0,58.0,1.0,1.0,0,0,0,0,0,1,0,0,0
387,house,Benavidez,Bs.As. G.B.A. Zona Norte,340000.0,221.0,1.0,1.0,0,1,1,0,0,1,0,0,0
388,apartment,Benavidez,Bs.As. G.B.A. Zona Norte,176000.0,80.0,1.0,1.0,0,1,1,1,0,1,0,1,0
389,house,Acassuso,Bs.As. G.B.A. Zona Norte,670000.0,269.0,1.0,1.0,0,1,0,1,0,1,0,1,0
390,apartment,Tigre,Bs.As. G.B.A. Zona Norte,110000.0,50.0,2.0,1.0,0,1,1,1,0,0,0,1,0
391,apartment,Capital Federal,Capital Federal,255000.0,88.0,1.0,1.0,0,1,1,1,0,1,0,0,1
392,apartment,Tigre,Bs.As. G.B.A. Zona Norte,127000.0,48.0,2.0,1.0,0,1,1,1,0,0,0,1,0
393,apartment,Rincón de Milberg,Bs.As. G.B.A. Zona Norte,140000.0,64.0,1.0,1.0,0,1,0,0,0,0,0,0,0
394,apartment,Capital Federal,Capital Federal,82000.0,47.0,1.0,1.0,0,1,1,1,0,0,1,0,0
395,PH,Beccar,Bs.As. G.B.A. Zona Norte,155000.0,84.0,1.0,1.0,1,1,0,0,0,0,0,0,0
396,PH,Beccar,Bs.As. G.B.A. Zona Norte,170000.0,84.0,1.0,1.0,1,1,0,0,0,0,0,0,0
397,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,189000.0,51.0,2.0,1.0,0,1,1,1,0,0,0,1,0
398,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,139000.0,50.0,2.0,1.0,1,1,1,1,0,1,0,0,1
399,apartment,Palermo,Capital Federal,134000.0,30.0,1.0,1.0,0,1,0,1,0,0,0,0,0
400,apartment,Recoleta,Capital Federal,450000.0,140.0,5.0,1.0,1,1,1,0,0,1,1,1,0
401,apartment,Barracas,Capital Federal,295000.0,105.0,1.0,1.0,1,0,0,1,0,0,0,1,0
402,apartment,Barracas,Capital Federal,165355.0,66.0,1.0,1.0,1,0,0,1,0,0,0,1,0
403,apartment,Barracas,Capital Federal,315000.0,100.0,1.0,1.0,1,0,0,1,0,0,0,1,0
404,house,Nordelta,Bs.As. G.B.A. Zona Norte,990000.0,455.0,1.0,1.0,0,0,0,0,0,0,0,0,0
405,house,Nordelta,Bs.As. G.B.A. Zona Norte,530000.0,230.0,1.0,1.0,0,0,1,0,0,0,0,0,0
406,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,160000.0,49.0,2.0,1.0,0,0,0,1,0,0,0,0,0
407,apartment,Barrio Los Alisos,Bs.As. G.B.A. Zona Norte,150000.0,50.0,2.0,1.0,0,0,0,0,0,0,0,0,0
408,house,Nordelta,Bs.As. G.B.A. Zona Norte,1690000.0,507.0,1.0,1.0,1,1,1,1,0,1,0,1,1
409,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,250000.0,81.0,3.0,1.0,0,1,1,1,0,1,0,0,1
410,apartment,Barrio Los Alisos,Bs.As. G.B.A. Zona Norte,150000.0,55.0,2.0,1.0,1,1,1,0,0,1,0,0,0
411,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,258000.0,84.0,3.0,1.0,1,1,1,1,0,0,0,1,0
412,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,148000.0,55.0,2.0,1.0,0,1,0,0,0,1,0,0,0
413,apartment,Barrio Los Alisos,Bs.As. G.B.A. Zona Norte,167000.0,54.0,2.0,1.0,1,1,1,0,0,0,0,0,0
414,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,170000.0,54.0,2.0,1.0,1,1,1,0,0,0,0,0,0
415,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,165000.0,49.0,2.0,1.0,0,1,0,1,0,0,0,1,0
416,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,550000.0,86.0,3.0,1.0,1,0,0,1,0,1,0,1,0
417,apartment,Barrio Norte,Capital Federal,430000.0,139.0,4.0,1.0,1,1,0,0,0,1,0,0,0
418,apartment,Recoleta,Capital Federal,320000.0,100.0,3.0,1.0,1,1,0,0,0,1,0,0,0
419,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,175000.0,54.0,2.0,1.0,0,0,0,0,0,0,0,0,0
420,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,230000.0,74.0,3.0,1.0,1,1,1,1,0,1,0,0,0
421,apartment,Barrio Los Alisos,Bs.As. G.B.A. Zona Norte,165000.0,49.0,2.0,1.0,1,1,1,0,0,0,0,0,0
422,apartment,Barrio Los Alisos,Bs.As. G.B.A. Zona Norte,189000.0,52.0,2.0,1.0,1,1,1,0,0,0,0,0,0
423,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,250000.0,61.0,1.0,1.0,0,1,0,0,0,0,0,1,0
424,house,Barrio Los Alisos,Bs.As. G.B.A. Zona Norte,870000.0,400.0,1.0,1.0,0,1,0,1,0,1,0,0,0
425,apartment,Barracas,Capital Federal,160000.0,80.0,1.0,1.0,0,0,0,1,0,0,0,0,0
426,apartment,Barracas,Capital Federal,182858.0,87.0,1.0,1.0,0,0,0,1,0,0,0,0,0
427,apartment,Barracas,Capital Federal,224500.0,106.0,1.0,1.0,0,0,0,1,0,0,0,0,0
428,apartment,Belgrano,Capital Federal,307650.0,84.0,3.0,1.0,0,1,1,1,0,0,0,0,0
429,apartment,Belgrano,Capital Federal,385014.0,84.0,3.0,1.0,0,1,1,1,0,0,0,0,0
430,apartment,Belgrano,Capital Federal,587895.0,120.0,4.0,1.0,0,1,1,1,0,0,0,0,0
431,apartment,Belgrano,Capital Federal,506468.0,100.0,3.0,1.0,0,1,1,1,0,0,0,0,0
432,house,Nordelta,Bs.As. G.B.A. Zona Norte,1150000.0,380.0,1.0,1.0,0,0,1,1,0,0,0,1,0
433,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,139000.0,47.0,2.0,1.0,1,1,1,0,0,0,0,0,0
434,apartment,Barracas,Capital Federal,218947.0,81.0,1.0,1.0,1,1,0,1,0,0,0,1,0
435,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,198000.0,49.0,2.0,1.0,0,0,0,0,0,0,0,0,0
436,apartment,Recoleta,Capital Federal,540000.0,162.0,4.0,1.0,1,1,0,0,0,1,0,0,0
437,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,450000.0,135.0,3.0,1.0,0,1,0,1,0,0,0,0,0
438,apartment,Barrio Norte,Capital Federal,410000.0,124.0,4.0,1.0,1,0,0,0,0,1,0,0,1
439,apartment,Tigre,Bs.As. G.B.A. Zona Norte,240000.0,76.0,3.0,1.0,0,1,0,0,0,0,0,0,0
440,apartment,Recoleta,Capital Federal,360000.0,151.0,6.0,1.0,1,0,0,0,0,0,0,0,0
441,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,225000.0,59.0,2.0,1.0,0,0,0,1,0,0,0,0,0
442,apartment,Recoleta,Capital Federal,660000.0,152.0,4.0,1.0,0,1,0,0,0,1,1,0,0
443,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,180000.0,48.0,2.0,1.0,1,1,1,0,0,0,0,1,0
444,apartment,Belgrano,Capital Federal,438000.0,121.0,4.0,1.0,1,1,0,0,0,0,0,0,0
445,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,170000.0,47.0,2.0,1.0,1,1,1,1,0,1,0,0,0
446,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,240000.0,59.0,2.0,1.0,1,1,1,1,0,0,0,0,0
447,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,185000.0,52.0,2.0,1.0,1,1,0,0,0,0,0,0,0
448,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,185000.0,52.0,2.0,1.0,1,1,0,0,0,0,0,0,0
449,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,185000.0,52.0,2.0,1.0,1,1,0,0,0,0,0,0,0
450,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,282765.0,71.0,3.0,1.0,1,0,1,1,0,0,0,0,0
451,house,Escobar,Bs.As. G.B.A. Zona Norte,340000.0,219.0,1.0,1.0,0,0,1,1,0,1,0,0,0
452,house,Nordelta,Bs.As. G.B.A. Zona Norte,720000.0,200.0,1.0,1.0,0,0,1,1,0,1,0,0,0
453,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,290000.0,85.0,3.0,1.0,1,1,1,1,0,0,0,0,0
454,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,210000.0,52.0,2.0,1.0,1,1,0,0,0,0,0,0,0
455,apartment,Retiro,Capital Federal,570000.0,206.0,4.0,1.0,1,0,0,0,0,1,0,1,0
456,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,210000.0,52.0,2.0,1.0,1,1,0,0,0,0,0,0,0
457,house,Nordelta,Bs.As. G.B.A. Zona Norte,720000.0,200.0,1.0,1.0,0,0,1,1,0,1,0,0,0
458,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,210000.0,52.0,2.0,1.0,1,1,0,0,0,0,0,0,0
459,house,Nordelta,Bs.As. G.B.A. Zona Norte,720000.0,200.0,1.0,1.0,0,0,1,1,0,1,0,0,0
460,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,282765.0,71.0,3.0,1.0,1,0,1,1,0,0,0,0,0
